sentence,label
"Never trust the stars
When you're about to fall in love
Look for hidden signs
Before you start to sigh
Never trust the moon
When you're about to taste his kiss
He knows all the lines
And he knows how to lie
Just wait for a night
When the skies are all bare
Then see if you care
Never trust your dreams
When you're about to fall in love
For your dreams may quickly fall apart
So if you're smart, really smart
Only trust your heart
Never trust the stars
When you're about to fall in love
Look for hidden signs
Before you start to sigh
Never trust the moon
When you're about to taste his kiss
He knows all the lines
And he knows how to lie
Just wait for a night
When the skies are all bare
Then see if you care
Never trust your dreams
When you're about to fall in love
For your dreams may quickly fall apart
So if you're smart, really smart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart
Only trust your heart",Yes
"Stocks Fall, Oil Tops $100 A Barrel As Ukraine War Rages",No
"One two three four!
Da da da da da da da da da
Da da da da da da da da da
What makes you so damn sure
That you're perfect, huh?
I can't explain you
Just like a nightmare
I can't remember
What makes you so damn sure
That you're worth it, huh?
You're just a bad trip
I can't come back from since last December
Walk into the room and you steal everyone
I see you walk into the room
And you kill everyone, cause I know
My someday's gone now
Bye bye
My someday's gone now
Bye bye, just let it go
How did you figure that I let you cut me down?
Right at the knees
I fall like a dead man out of the airplane
How do you figure that I let you drag me around, huh?
You got my number draw me a story tell me a picture
Walk into the room and you've had everyone
And then you walked into the room it's so sad everybody already knows
My someday's gone now
Bye bye
My somedays gone now
Bye bye just let it go
'Cause even when I live, a piece of me will die
Win some lose some she won't bat an eye
Maybe when I sleep,
I see you in my dreams
Forget about it one day
Damn, I see
You walk into the room and you fucked everyone
And then you walked into the room well so what everybody already knows
My someday's gone now
Bye bye
My someday's gone now
Bye bye
My someday's gone now bye bye
Let go
Let it go
Let it go
Let her go
Let her go",Yes
"Welcome Mother Nature
Welcome to your home
Welcome to the place you used to own
Decorations fading
The writing on the wall
Illusions of an era free for all
Your eyes will need a shelter
A shelter from the pain
Soaring smoke and burning drops of rain
And all around society
Is living on a prayer
Religion holding fort from despair
The heat wave of a thousand fears
Rainbows from a million tears
Echoes of a symphony playing on your mind
And even when the mornings clear
Its hard to find a reason for
The miracle of you and me
The miracle of being
Reflection on the water
Your face is still as night
Staring like a curse in the frozen light
The prince of hidden treasure
He's kissed the green above
And realised a ripple of your love",Yes
"Republican Group's New Fox News Ad Debunks GOP, Donald Trump Spin On Ukraine",No
Fox News is Lying About Seattle’s 'Autonomous Zone',No
"A battle, state and inconvenient,
A battle fought so acute in pride.
A curse or rather plague, a fever,
Nailed me to the fireside.
At a crackling wood's spark flight to the skies,
The tempest king, he claims the throne.
But halts in stride as equal legions
Melt into the leader's tone.
An elder king arose
From blood soaked fallow battlefields
With orders calm at urgent voice
And reasoning as iron shields.
And dreadful words it were
As he spoke of abandonment
Thus I shivered as the Tempest,
As his fever came upon my hand.
Then swords were risen by the brave
As for me I rose a twig towards the skies.
And no one would withdraw
One's eyes were as the fiend's.
All men in flames and zeal.
As ire filled to burdening air.
While two in brawl for the throne
A third with grins on stainless cheeks
In bushes watching in conceal
Delighted of the bleak.
At sudden startled,
Dismay had dropped my twig
I turned down the fireside
And the last sparks of the night
Lit the my paths with golden wings
Sensing me and my Three Neuron Kings.",Yes
"There's fire in the dark
I can feel the heat
Like it's burning right in front of me
Don't have to see it to believe it
We could play it safe
Avoid the battle lines
There's always gonna be another fight0
But as long as we got this love
I know we're gonna triumph
Yeah, yeah
We're golden when we light up
Yeah, yeah
It's just a matter of time
Before we're gonna triumph, triumph
Yeah, yeah
Nothing can stop us now
Our feet already left the ground
We're so close I can almost taste the victory
In my teeth
I can be anything with you next to me, woah
But as long as we got this love
I know we're gonna triumph
Yeah, yeah
We're golden when we light up
Yeah, yeah
It's just a matter of time
Before we're gonna triumph, triumph
Yeah, yeah
Long as we got
Long as we got this love
We're gonna triumph, triumph
Yeah, yeah
We're going faster, getting higher
Making the non-believers liars
Nothing can kill our fire
Nooo oh oh oh
We're going faster, getting higher
Making the non-believers liars
Nothing can kill our fire
I know we're gonna triumph
Yeah, yeah
We're golden when we light up
Yeah, yeah
It's just a matter of time
Before we're gonna triumph, triumph
Yeah, yeah
I know we're gonna triumph
Yeah, yeah
We're golden when we light up
Yeah, yeah
It's just a matter of time
Before we're gonna triumph, triumph
Yeah, yeah",Yes
Family Sues After Video Shows Nursing Home Workers Taunting Elderly Dementia Patient,No
"You have all wept once more... why?
I would never ask for such. Go.
I have realized for once in my existence my true happiness.
This is a first time for me... I feel innocent, caring, and non-threatening.
Reincarnation for a better life... becoming one with true harmony.
No gods have caressed or burned me, only nature is willing to comfort me.
Salvation is dead and all of you have passed away with me today.
I will never have to entertain or please any of you ever again.
I am alive. My memory is the only thing keeping the old tears in my eyes.
I still know that all of you are taking for the sake of not leaving.
You are killing the innocent for your so-called nutrition.
You are infecting our lands with your filth.
You are killing for the sake of your promotions in life.
One day we will all be in this soil...
with no gods to slave to, and no heroes to kill for.",Yes
Your Kid Isn't Loving Sports. When Is It OK To Let Them Quit?,No
"Maybe it's the way that the stars are aligned
That's makin' me feel this way tonight
Maybe it's the words you left unsaid
Maybe it's the stardust in my hand
But I wanna tell ya
That my heart is burstin' at the seams, yeah and
I can't wait another minute
Life is short, love is sweet
Ain't no time like this time baby
Maybe it's the way that the night is still
Or the sound of the rain on my windowsill
That's making all the pieces fit
Makin' it all make perfect sense
But I wanna tell ya
That my heart is burstin' at the seams, yeah and
I can't wait another minute
Life is short, love is sweet
Ain't no time like this time baby
Oh, yeah
Goes by so fast
Can't get it back
There ain't no time
Like this time
Yeah, I just wanna tell ya
That my heart is burstin' at the seams, yeah and
I can't wait another minute
Oh, life is short, love is sweet
Ain't no time like this time baby
My little baby
Maybe it's the way that the stars are aligned
And there ain't no time
Ain't no time
Ain't no time
Like this time baby
Oh yeah
Maybe it's the way that the night is still
Or the sound of the rain on my windowsill
Yeah, yeah",Yes
Beyoncé Shares Rare Glimpse Of All 3 Kids In Never-Before-Seen Photo,No
Dogs In Norway Are Dying From A Mysterious Disease,No
9 Shot At Child's Birthday Party As Nation Faces Onslaught Of Gun Violence [UPDATE],No
U.S. Religious Group Says Haitian Gang Releases 3 More Hostages,No
"Where are you now?
Who's holdin' you now?
When your world stands still, do you remember?
Leaves were fallin'
We were fallin'
Almost like a dream, do you remember?
Seasons changed
We both changed
Sometimes I go back to when
We ran, put our feet in the water
We danced, didn't care who could see
We sang every song to each other
Summer would end, but not for me
I still feel the hope in your kisses
I still feel the sun on your skin
I swear I was holdin' forever back then
Do you remember?
Where I am now
Is where I should be now
You're so far away, but always with me
And it seems like
Another life
Whenever I go back to when
We ran, put our feet in the water
We danced, didn't care who could see
We sang every song to each other
Summer would end, but not for me
I still feel the hope in your kisses
I still feel the sun on your skin
I swear I was holdin' forever back then
Do you remember?
We ran, we kissed, we learned to love, to live
We ran, put our feet in the water
We danced, didn't care who could see
We sang every song to each other
Summer would end, but not for me
I still feel the hope in your kisses
I still feel the sun on your skin
I swear I was holdin' forever back then
Do you remember?
Do you remember?",Yes
